schema_name,table_name,constraint_name,constraint_type,validated,definition
public,profiles,profiles_empresa_id_not_null,n,t,NOT NULL empresa_id
public,profiles,profiles_id_fkey,f,t,FOREIGN KEY (id) REFERENCES auth.users(id) ON DELETE CASCADE
public,profiles,profiles_id_not_null,n,t,NOT NULL id
public,profiles,profiles_nivel_acesso_not_null,n,t,NOT NULL nivel_acesso
public,profiles,profiles_nome_not_null,n,t,NOT NULL nome
public,profiles,profiles_pkey,p,t,PRIMARY KEY (id)
public,projeto_itens,projeto_itens_ativo_not_null,n,t,NOT NULL ativo
public,projeto_itens,projeto_itens_bom_id_fkey,f,t,FOREIGN KEY (bom_id) REFERENCES boms(id)
public,projeto_itens,projeto_itens_created_at_not_null,n,t,NOT NULL created_at
public,projeto_itens,projeto_itens_created_by_fkey,f,t,FOREIGN KEY (created_by) REFERENCES auth.users(id)
public,projeto_itens,projeto_itens_created_by_not_null,n,t,NOT NULL created_by
public,projeto_itens,projeto_itens_deleted_by_fkey,f,t,FOREIGN KEY (deleted_by) REFERENCES auth.users(id)
public,projeto_itens,projeto_itens_descricao_not_null,n,t,NOT NULL descricao
public,projeto_itens,projeto_itens_empresa_id_fkey,f,t,FOREIGN KEY (empresa_id) REFERENCES empresas(id)
public,projeto_itens,projeto_itens_empresa_id_not_null,n,t,NOT NULL empresa_id
public,projeto_itens,projeto_itens_id_not_null,n,t,NOT NULL id
public,projeto_itens,projeto_itens_pkey,p,t,PRIMARY KEY (id)
public,projeto_itens,projeto_itens_pn_not_null,n,t,NOT NULL pn
public,projeto_itens,projeto_itens_produto_id_fkey,f,t,FOREIGN KEY (produto_id) REFERENCES itens_industriais(id)
public,projeto_itens,projeto_itens_produto_id_not_null,n,t,NOT NULL produto_id
public,projeto_itens,projeto_itens_projeto_id_fkey,f,t,FOREIGN KEY (projeto_id) REFERENCES projetos(id)
public,projeto_itens,projeto_itens_projeto_id_not_null,n,t,NOT NULL projeto_id
public,projeto_itens,projeto_itens_quantidade_chk,c,t,CHECK (quantidade > 0::numeric)
public,projeto_itens,projeto_itens_quantidade_not_null,n,t,NOT NULL quantidade
public,projeto_itens,projeto_itens_updated_at_not_null,n,t,NOT NULL updated_at
public,projetos,projetos_ativo_not_null,n,t,NOT NULL ativo
public,projetos,projetos_cliente_id_fkey,f,t,FOREIGN KEY (cliente_id) REFERENCES clientes(id)
public,projetos,projetos_created_at_not_null,n,t,NOT NULL created_at
public,projetos,projetos_created_by_fkey,f,t,FOREIGN KEY (created_by) REFERENCES auth.users(id)
public,projetos,projetos_created_by_not_null,n,t,NOT NULL created_by
public,projetos,projetos_deleted_by_fkey,f,t,FOREIGN KEY (deleted_by) REFERENCES auth.users(id)
public,projetos,projetos_empresa_id_fkey,f,t,FOREIGN KEY (empresa_id) REFERENCES empresas(id)
public,projetos,projetos_empresa_id_not_null,n,t,NOT NULL empresa_id
public,projetos,projetos_id_not_null,n,t,NOT NULL id
public,projetos,projetos_numero_formato_chk,c,t,CHECK (numero_projeto ~ '^[0-9]{6}$'::text)
public,projetos,projetos_numero_projeto_key,u,t,UNIQUE (numero_projeto)
public,projetos,projetos_numero_projeto_not_null,n,t,NOT NULL numero_projeto
public,projetos,projetos_pkey,p,t,PRIMARY KEY (id)
public,projetos,projetos_status_chk,c,t,"CHECK (status = ANY (ARRAY['orcamento'::text, 'aprovado'::text, 'producao'::text, 'finalizado'::text, 'cancelado'::text]))"
public,projetos,projetos_status_not_null,n,t,NOT NULL status
public,projetos,projetos_tipo_chk,c,t,"CHECK (tipo_projeto = ANY (ARRAY['fabricacao'::text, 'desenvolvimento'::text]))"
public,projetos,projetos_tipo_projeto_not_null,n,t,NOT NULL tipo_projeto
public,projetos,projetos_updated_at_not_null,n,t,NOT NULL updated_at
public,recursos_produtivos,recursos_produtivos_ativo_not_null,n,t,NOT NULL ativo
public,recursos_produtivos,recursos_produtivos_codigo_not_null,n,t,NOT NULL codigo
public,recursos_produtivos,recursos_produtivos_created_at_not_null,n,t,NOT NULL created_at
public,recursos_produtivos,recursos_produtivos_created_by_fkey,f,t,FOREIGN KEY (created_by) REFERENCES auth.users(id) ON DELETE RESTRICT
public,recursos_produtivos,recursos_produtivos_created_by_not_null,n,t,NOT NULL created_by
public,recursos_produtivos,recursos_produtivos_deleted_by_fkey,f,t,FOREIGN KEY (deleted_by) REFERENCES auth.users(id) ON DELETE SET NULL
public,recursos_produtivos,recursos_produtivos_empresa_id_fkey,f,t,FOREIGN KEY (empresa_id) REFERENCES empresas(id) ON DELETE RESTRICT
public,recursos_produtivos,recursos_produtivos_grupo_id_fkey,f,t,FOREIGN KEY (grupo_id) REFERENCES grupos_recursos(id) ON DELETE RESTRICT
public,recursos_produtivos,recursos_produtivos_grupo_id_not_null,n,t,NOT NULL grupo_id
public,recursos_produtivos,recursos_produtivos_id_not_null,n,t,NOT NULL id
public,recursos_produtivos,recursos_produtivos_nome_not_null,n,t,NOT NULL nome
public,recursos_produtivos,recursos_produtivos_pkey,p,t,PRIMARY KEY (id)
public,recursos_produtivos,recursos_produtivos_status_not_null,n,t,NOT NULL status
public,recursos_produtivos,recursos_produtivos_tecnologia_aplicada_id_fkey,f,t,FOREIGN KEY (tecnologia_aplicada_id) REFERENCES tecnologias_aplicadas(id) ON DELETE SET NULL
public,recursos_produtivos,recursos_produtivos_updated_at_not_null,n,t,NOT NULL updated_at
public,requisicao_compra_itens,requisicao_compra_itens_ativo_not_null,n,t,NOT NULL ativo
public,requisicao_compra_itens,requisicao_compra_itens_created_at_not_null,n,t,NOT NULL created_at
public,requisicao_compra_itens,requisicao_compra_itens_created_by_fkey,f,t,FOREIGN KEY (created_by) REFERENCES auth.users(id)
public,requisicao_compra_itens,requisicao_compra_itens_created_by_not_null,n,t,NOT NULL created_by
public,requisicao_compra_itens,requisicao_compra_itens_deleted_by_fkey,f,t,FOREIGN KEY (deleted_by) REFERENCES auth.users(id)
public,requisicao_compra_itens,requisicao_compra_itens_empresa_id_fkey,f,t,FOREIGN KEY (empresa_id) REFERENCES empresas(id)
public,requisicao_compra_itens,requisicao_compra_itens_empresa_id_not_null,n,t,NOT NULL empresa_id
public,requisicao_compra_itens,requisicao_compra_itens_id_not_null,n,t,NOT NULL id
public,requisicao_compra_itens,requisicao_compra_itens_materia_prima_id_fkey,f,t,FOREIGN KEY (materia_prima_id) REFERENCES materias_primas(id)
public,requisicao_compra_itens,requisicao_compra_itens_materia_prima_id_not_null,n,t,NOT NULL materia_prima_id
public,requisicao_compra_itens,requisicao_compra_itens_pkey,p,t,PRIMARY KEY (id)
public,requisicao_compra_itens,requisicao_compra_itens_quantidade_chk,c,t,CHECK (quantidade_necessaria > 0::numeric)
public,requisicao_compra_itens,requisicao_compra_itens_quantidade_necessaria_not_null,n,t,NOT NULL quantidade_necessaria
public,requisicao_compra_itens,requisicao_compra_itens_requisicao_compra_id_fkey,f,t,FOREIGN KEY (requisicao_compra_id) REFERENCES requisicoes_compra(id)
public,requisicao_compra_itens,requisicao_compra_itens_requisicao_compra_id_not_null,n,t,NOT NULL requisicao_compra_id
public,requisicao_compra_itens,requisicao_compra_itens_unidade_chk,c,t,"CHECK (unidade = ANY (ARRAY['kg'::text, 'metro'::text, 'barra'::text, 'chapa'::text, 'peca'::text]))"
public,requisicao_compra_itens,requisicao_compra_itens_unidade_not_null,n,t,NOT NULL unidade
public,requisicao_compra_itens,requisicao_compra_itens_updated_at_not_null,n,t,NOT NULL updated_at
public,requisicoes_compra,requisicoes_compra_ativo_not_null,n,t,NOT NULL ativo
public,requisicoes_compra,requisicoes_compra_created_at_not_null,n,t,NOT NULL created_at
public,requisicoes_compra,requisicoes_compra_created_by_fkey,f,t,FOREIGN KEY (created_by) REFERENCES auth.users(id)
public,requisicoes_compra,requisicoes_compra_created_by_not_null,n,t,NOT NULL created_by
public,requisicoes_compra,requisicoes_compra_data_necessidade_material_not_null,n,t,NOT NULL data_necessidade_material
public,requisicoes_compra,requisicoes_compra_deleted_by_fkey,f,t,FOREIGN KEY (deleted_by) REFERENCES auth.users(id)
public,requisicoes_compra,requisicoes_compra_empresa_id_fkey,f,t,FOREIGN KEY (empresa_id) REFERENCES empresas(id)
public,requisicoes_compra,requisicoes_compra_empresa_id_not_null,n,t,NOT NULL empresa_id
public,requisicoes_compra,requisicoes_compra_id_not_null,n,t,NOT NULL id
public,requisicoes_compra,requisicoes_compra_numero_empresa_uniq,u,t,"UNIQUE (empresa_id, numero_requisicao)"
public,requisicoes_compra,requisicoes_compra_of_id_fkey,f,t,FOREIGN KEY (of_id) REFERENCES ordens_fabricacao(id)
public,requisicoes_compra,requisicoes_compra_pkey,p,t,PRIMARY KEY (id)
public,requisicoes_compra,requisicoes_compra_projeto_id_fkey,f,t,FOREIGN KEY (projeto_id) REFERENCES projetos(id)
public,requisicoes_compra,requisicoes_compra_status_chk,c,t,"CHECK (status = ANY (ARRAY['aberta'::text, 'em_compra'::text, 'atendida'::text, 'cancelada'::text]))"
public,requisicoes_compra,requisicoes_compra_status_not_null,n,t,NOT NULL status
public,requisicoes_compra,requisicoes_compra_updated_at_not_null,n,t,NOT NULL updated_at
public,tecnologias_aplicadas,tecnologias_aplicadas_ativo_not_null,n,t,NOT NULL ativo
public,tecnologias_aplicadas,tecnologias_aplicadas_codigo_not_null,n,t,NOT NULL codigo
public,tecnologias_aplicadas,tecnologias_aplicadas_created_at_not_null,n,t,NOT NULL created_at
public,tecnologias_aplicadas,tecnologias_aplicadas_created_by_fkey,f,t,FOREIGN KEY (created_by) REFERENCES auth.users(id)
public,tecnologias_aplicadas,tecnologias_aplicadas_created_by_not_null,n,t,NOT NULL created_by
public,tecnologias_aplicadas,tecnologias_aplicadas_deleted_by_fkey,f,t,FOREIGN KEY (deleted_by) REFERENCES auth.users(id)
public,tecnologias_aplicadas,tecnologias_aplicadas_empresa_id_fkey,f,t,FOREIGN KEY (empresa_id) REFERENCES empresas(id) ON DELETE RESTRICT
public,tecnologias_aplicadas,tecnologias_aplicadas_empresa_id_not_null,n,t,NOT NULL empresa_id
public,tecnologias_aplicadas,tecnologias_aplicadas_id_not_null,n,t,NOT NULL id
public,tecnologias_aplicadas,tecnologias_aplicadas_nome_not_null,n,t,NOT NULL nome
public,tecnologias_aplicadas,tecnologias_aplicadas_pkey,p,t,PRIMARY KEY (id)
public,tecnologias_aplicadas,tecnologias_aplicadas_tipo_not_null,n,t,NOT NULL tipo
public,tecnologias_aplicadas,tecnologias_aplicadas_updated_at_not_null,n,t,NOT NULL updated_at
public,tecnologias_aplicadas,tecnologias_aplicadas_valor_hora_not_null,n,t,NOT NULL valor_hora
public,usuarios,usuarios_atualizado_em_not_null,n,t,NOT NULL atualizado_em
public,usuarios,usuarios_data_criacao_not_null,n,t,NOT NULL data_criacao
public,usuarios,usuarios_email_key,u,t,UNIQUE (email)
public,usuarios,usuarios_email_not_null,n,t,NOT NULL email
public,usuarios,usuarios_empresa_id_fkey,f,t,FOREIGN KEY (empresa_id) REFERENCES empresas(id) ON DELETE RESTRICT
public,usuarios,usuarios_empresa_id_not_null,n,t,NOT NULL empresa_id
public,usuarios,usuarios_id_fkey,f,t,FOREIGN KEY (id) REFERENCES auth.users(id) ON DELETE CASCADE
public,usuarios,usuarios_id_not_null,n,t,NOT NULL id
public,usuarios,usuarios_nivel_acesso_not_null,n,t,NOT NULL nivel_acesso
public,usuarios,usuarios_nome_not_null,n,t,NOT NULL nome
public,usuarios,usuarios_pkey,p,t,PRIMARY KEY (id)
