table_schema,table_name,ordinal_position,column_name,data_type,udt_name,is_nullable,column_default,is_identity,is_generated,collation_name
public,vw_of_fluxo_industrial,3,projeto_id,uuid,uuid,YES,,NO,NEVER,
public,vw_of_fluxo_industrial,4,projeto_item_id,uuid,uuid,YES,,NO,NEVER,
public,vw_of_fluxo_industrial,5,produto_id,uuid,uuid,YES,,NO,NEVER,
public,vw_of_fluxo_industrial,6,bom_id,uuid,uuid,YES,,NO,NEVER,
public,vw_of_fluxo_industrial,7,of_status,text,text,YES,,NO,NEVER,
public,vw_of_fluxo_industrial,8,of_tipo,text,text,YES,,NO,NEVER,
public,vw_of_fluxo_industrial,9,quantidade_planejada,numeric,numeric,YES,,NO,NEVER,
public,vw_of_fluxo_industrial,10,quantidade_produzida,numeric,numeric,YES,,NO,NEVER,
public,vw_of_fluxo_industrial,11,unidade,text,text,YES,,NO,NEVER,
public,vw_of_fluxo_industrial,12,total_consumo_interno,numeric,numeric,YES,,NO,NEVER,
public,vw_of_fluxo_industrial,13,total_requisicao_compra,numeric,numeric,YES,,NO,NEVER,
public,vw_of_fluxo_industrial,14,pedidos_compra_abertos,bigint,int8,YES,,NO,NEVER,
public,vw_of_fluxo_operacional,1,of_id,uuid,uuid,YES,,NO,NEVER,
public,vw_of_fluxo_operacional,2,numero_of,text,text,YES,,NO,NEVER,
public,vw_of_fluxo_operacional,3,projeto_id,uuid,uuid,YES,,NO,NEVER,
public,vw_of_fluxo_operacional,4,produto_id,uuid,uuid,YES,,NO,NEVER,
public,vw_of_fluxo_operacional,5,produto_pn,text,text,YES,,NO,NEVER,
public,vw_of_fluxo_operacional,6,bom_id,uuid,uuid,YES,,NO,NEVER,
public,vw_of_fluxo_operacional,7,bom_versao,text,text,YES,,NO,NEVER,
public,vw_of_fluxo_operacional,8,total_demanda_bom,numeric,numeric,YES,,NO,NEVER,
public,vw_of_fluxo_operacional,9,total_estoque_livre,numeric,numeric,YES,,NO,NEVER,
public,vw_of_fluxo_operacional,10,total_consumo_interno,numeric,numeric,YES,,NO,NEVER,
public,vw_of_fluxo_operacional,11,total_compra_externa,numeric,numeric,YES,,NO,NEVER,
public,vw_of_fluxo_operacional,12,status_fluxo,text,text,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,1,planejamento_compra_id,uuid,uuid,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,2,empresa_id,uuid,uuid,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,3,numero_planejamento,text,text,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,4,materia_prima_id,uuid,uuid,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,5,materia_prima_codigo,text,text,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,6,materia_prima_descricao,text,text,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,7,descricao_compra,text,text,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,8,material_base,text,text,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,9,forma_material,text,text,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,10,bitola_ou_espessura,text,text,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,11,chave_industrial_compra,text,text,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,12,modo_planejamento,text,text,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,13,criterio_calculo,text,text,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,14,unidade_necessidade,text,text,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,15,quantidade_necessaria_total,numeric,numeric,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,16,unidade_compra,text,text,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,17,quantidade_planejada_compra,numeric,numeric,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,18,sobra_prevista,numeric,numeric,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,19,status,text,text,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,20,origens_incluidas,bigint,int8,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,21,origens_excluidas,bigint,int8,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,22,quantidade_origens_incluidas,numeric,numeric,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,23,ofs_incluidas,text,text,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,24,ultima_origem_em,timestamp with time zone,timestamptz,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,25,created_at,timestamp with time zone,timestamptz,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,26,updated_at,timestamp with time zone,timestamptz,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,27,soma_total,numeric,numeric,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,28,sugestao_compra,numeric,numeric,YES,,NO,NEVER,
public,vw_planejamento_compras_operacional,29,comprar_descricao,text,text,YES,,NO,NEVER,
